Abbreviation,GridPosition,TeamName,ClassifiedPosition,Points,Status,PaceDelta (s),Sector1Time (s),Sector2Time (s),Sector3Time (s),Year,Round,EventName,IsWetRace,RainSkill,Adjusted_PaceDelta,IsPodium,Overtaking_Difficulty,Track_Downforce,Grid_Penalty_Score,Podiums_Last_3_Races,HasStreak
OCO,13.0,Haas F1 Team,9.0,2.0,Finished,0.7775,27.600428571428573,32.219,36.41764285714286,2025,22,Las Vegas Grand Prix,0,1.05,0.7775,0,2.0,1.0,26.0,0.0,0
PIA,5.0,McLaren,20.0,0.0,Disqualified,0.128,27.346302325581398,32.08074418604651,36.246,2025,22,Las Vegas Grand Prix,0,1.05,0.128,0,2.0,1.0,10.0,0.0,0
RUS,4.0,Mercedes,2.0,18.0,Finished,0.375,27.390046511627904,32.00511627906977,36.31911627906977,2025,22,Las Vegas Grand Prix,0,1.08,0.375,1,2.0,1.0,8.0,0.0,0
SAI,3.0,Williams,5.0,10.0,Finished,0.354,27.37893023255814,32.058093023255815,36.38553488372093,2025,22,Las Vegas Grand Prix,0,1.05,0.354,0,2.0,1.0,6.0,0.0,0
STR,12.0,Aston Martin,20.0,0.0,Retired,,,,,2025,22,Las Vegas Grand Prix,0,1.02,,0,2.0,1.0,24.0,0.0,0
TSU,19.0,Red Bull Racing,12.0,0.0,Finished,1.2,27.608999999999998,32.33927906976744,36.454069767441865,2025,22,Las Vegas Grand Prix,0,1.0,1.2,0,2.0,1.0,38.0,0.0,0
VER,2.0,Red Bull Racing,1.0,25.0,Finished,0.0,26.938232558139536,31.769720930232555,36.50186046511628,2025,22,Las Vegas Grand Prix,0,1.15,0.0,1,2.0,1.0,4.0,3.0,1
ALB,15.0,Williams,11.0,0.0,Finished,2.285,32.07022,29.53318,25.04292,2025,23,Qatar Grand Prix,0,1.0,2.285,0,4.0,2.0,60.0,0.0,0
ALO,8.0,Aston Martin,7.0,6.0,Finished,1.3955,32.02598,29.347779999999997,24.97342,2025,23,Qatar Grand Prix,0,1.12,1.3955,0,4.0,2.0,32.0,0.0,0
ANT,5.0,Mercedes,5.0,10.0,Finished,1.447,31.6505,29.28812,24.8717,2025,23,Qatar Grand Prix,0,1.0,1.447,0,4.0,2.0,20.0,2.0,1
BEA,13.0,Haas F1 Team,20.0,0.0,Retired,2.579,32.16034375,29.895875,25.21315625,2025,23,Qatar Grand Prix,0,1.0,2.579,0,4.0,2.0,52.0,0.0,0
BOR,14.0,Kick Sauber,13.0,0.0,Finished,2.3405,32.135419999999996,29.70948,25.1541,2025,23,Qatar Grand Prix,0,1.0,2.3405,0,4.0,2.0,56.0,0.0,0
COL,20.0,Alpine,14.0,0.0,Lapped,2.448,32.24977551020408,29.69330612244898,25.156877551020408,2025,23,Qatar Grand Prix,0,1.0,2.448,0,4.0,2.0,80.0,0.0,0
GAS,9.0,Alpine,16.0,0.0,Lapped,2.424,32.183510204081635,29.65504081632653,25.105938775510204,2025,23,Qatar Grand Prix,0,1.05,2.424,0,4.0,2.0,36.0,0.0,0
HAD,6.0,Racing Bulls,18.0,0.0,Retired,1.693,32.0165744680851,29.319212765957445,25.06008510638298,2025,23,Qatar Grand Prix,0,1.0,1.693,0,4.0,2.0,24.0,0.0,0
HAM,18.0,Ferrari,12.0,0.0,Finished,2.181,32.06086,29.659360000000003,25.127480000000002,2025,23,Qatar Grand Prix,0,1.15,2.181,0,4.0,2.0,72.0,0.0,0
HUL,11.0,Kick Sauber,20.0,0.0,Retired,3.414,32.629599999999996,30.007600000000004,25.7668,2025,23,Qatar Grand Prix,0,0.95,3.414,0,4.0,2.0,44.0,0.0,0
LAW,12.0,Racing Bulls,9.0,2.0,Finished,1.9635,32.02632,29.4709,24.98974,2025,23,Qatar Grand Prix,0,1.0,1.9635,0,4.0,2.0,48.0,0.0,0
LEC,10.0,Ferrari,8.0,4.0,Finished,2.0045,31.92306,29.550340000000002,24.96484,2025,23,Qatar Grand Prix,0,1.08,2.0045,0,4.0,2.0,40.0,1.0,0
NOR,2.0,McLaren,4.0,12.0,Finished,0.168,31.575791666666664,29.1258125,24.54104166666667,2025,23,Qatar Grand Prix,0,1.1,0.168,0,4.0,2.0,8.0,2.0,1
OCO,17.0,Haas F1 Team,15.0,0.0,Lapped,2.458,32.11867346938776,29.711653061224492,25.243224489795917,2025,23,Qatar Grand Prix,0,1.05,2.458,0,4.0,2.0,68.0,0.0,0
PIA,1.0,McLaren,2.0,18.0,Finished,0.0,31.488395833333332,28.919458333333335,24.496916666666667,2025,23,Qatar Grand Prix,0,1.05,0.0,1,4.0,2.0,4.0,0.0,0
RUS,4.0,Mercedes,6.0,8.0,Finished,1.687,31.90884,29.45072,24.87762,2025,23,Qatar Grand Prix,0,1.08,1.687,0,4.0,2.0,16.0,1.0,0
SAI,7.0,Williams,3.0,15.0,Finished,1.232,31.8271,29.046280000000003,24.8871,2025,23,Qatar Grand Prix,0,1.05,1.232,1,4.0,2.0,28.0,0.0,0
STR,19.0,Aston Martin,17.0,0.0,Retired,1.531,32.11762222222222,29.538911111111112,25.12482222222222,2025,23,Qatar Grand Prix,0,1.02,1.531,0,4.0,2.0,76.0,0.0,0
TSU,16.0,Red Bull Racing,10.0,1.0,Finished,2.1855,31.98264,29.57294,24.98034,2025,23,Qatar Grand Prix,0,1.0,2.1855,0,4.0,2.0,64.0,0.0,0
VER,3.0,Red Bull Racing,1.0,25.0,Finished,0.434,31.585479999999997,29.05204,24.66282,2025,23,Qatar Grand Prix,0,1.15,0.434,1,4.0,2.0,12.0,3.0,1
ALB,17.0,Williams,16.0,0.0,Finished,1.496,17.946,38.2771320754717,33.422377358490564,2025,24,Abu Dhabi Grand Prix,0,1.0,1.496,0,5.0,2.0,85.0,0.0,0
ALO,6.0,Aston Martin,6.0,8.0,Finished,1.742,17.952254545454547,38.60049090909091,33.20861818181818,2025,24,Abu Dhabi Grand Prix,0,1.12,1.742,0,5.0,2.0,30.0,0.0,0
ANT,14.0,Mercedes,15.0,0.0,Finished,1.862,17.991145454545457,38.31527272727273,33.65,2025,24,Abu Dhabi Grand Prix,0,1.0,1.862,0,5.0,2.0,70.0,2.0,1
BEA,11.0,Haas F1 Team,12.0,0.0,Finished,1.537,17.943854545454546,38.442890909090906,33.47374545454546,2025,24,Abu Dhabi Grand Prix,0,1.0,1.537,0,5.0,2.0,55.0,0.0,0
BOR,7.0,Kick Sauber,11.0,0.0,Finished,1.832,18.001690909090907,38.40156363636363,33.61596363636364,2025,24,Abu Dhabi Grand Prix,0,1.0,1.832,0,5.0,2.0,35.0,0.0,0
COL,20.0,Alpine,20.0,0.0,Lapped,1.618,18.08276923076923,38.65159615384616,33.11807692307692,2025,24,Abu Dhabi Grand Prix,0,1.0,1.618,0,5.0,2.0,100.0,0.0,0
GAS,19.0,Alpine,19.0,0.0,Lapped,1.6555,18.07301923076923,38.58226923076923,33.070884615384614,2025,24,Abu Dhabi Grand Prix,0,1.05,1.6555,0,5.0,2.0,95.0,0.0,0
HAD,9.0,Racing Bulls,17.0,0.0,Lapped,1.886,18.040425925925927,38.72377777777778,33.40488888888889,2025,24,Abu Dhabi Grand Prix,0,1.0,1.886,0,5.0,2.0,45.0,0.0,0
HAM,16.0,Ferrari,8.0,4.0,Finished,1.073,17.97390566037736,38.20318867924529,33.25581132075472,2025,24,Abu Dhabi Grand Prix,0,1.15,1.073,0,5.0,2.0,80.0,0.0,0
HUL,18.0,Kick Sauber,9.0,2.0,Finished,1.375,18.04854716981132,38.17939622641509,33.31067924528302,2025,24,Abu Dhabi Grand Prix,0,0.95,1.375,0,5.0,2.0,90.0,0.0,0
LAW,13.0,Racing Bulls,18.0,0.0,Lapped,1.4875,17.966425925925925,38.762351851851854,33.281,2025,24,Abu Dhabi Grand Prix,0,1.0,1.4875,0,5.0,2.0,65.0,0.0,0
LEC,5.0,Ferrari,4.0,12.0,Finished,0.245,17.870830188679246,38.03407547169812,32.68947169811321,2025,24,Abu Dhabi Grand Prix,0,1.08,0.245,0,5.0,2.0,25.0,0.0,0
NOR,2.0,McLaren,3.0,15.0,Finished,0.0,17.734509433962263,38.2311320754717,32.51950943396226,2025,24,Abu Dhabi Grand Prix,0,1.1,0.0,1,5.0,2.0,10.0,1.0,0
OCO,8.0,Haas F1 Team,7.0,6.0,Finished,1.435,17.947636363636363,38.29101818181818,33.532509090909095,2025,24,Abu Dhabi Grand Prix,0,1.05,1.435,0,5.0,2.0,40.0,0.0,0
PIA,3.0,McLaren,2.0,18.0,Finished,1.035,17.78661818181818,38.45514545454545,32.59581818181818,2025,24,Abu Dhabi Grand Prix,0,1.05,1.035,1,5.0,2.0,15.0,1.0,0
RUS,4.0,Mercedes,5.0,10.0,Finished,1.151,17.871563636363636,38.37267272727272,33.19294545454546,2025,24,Abu Dhabi Grand Prix,0,1.08,1.151,0,5.0,2.0,20.0,1.0,0
SAI,12.0,Williams,13.0,0.0,Finished,1.599,18.047963636363637,38.28667272727272,33.625527272727275,2025,24,Abu Dhabi Grand Prix,0,1.05,1.599,0,5.0,2.0,60.0,1.0,0
STR,15.0,Aston Martin,10.0,1.0,Finished,1.761,17.99658181818182,38.446290909090905,33.38589090909091,2025,24,Abu Dhabi Grand Prix,0,1.02,1.761,0,5.0,2.0,75.0,0.0,0
TSU,10.0,Red Bull Racing,14.0,0.0,Finished,1.846,17.919454545454546,38.447709090909086,33.57585454545455,2025,24,Abu Dhabi Grand Prix,0,1.0,1.846,0,5.0,2.0,50.0,0.0,0
VER,1.0,Red Bull Racing,1.0,25.0,Finished,0.169,17.785127272727273,38.3746,32.4858,2025,24,Abu Dhabi Grand Prix,0,1.15,0.169,1,5.0,2.0,5.0,3.0,1
